y_true,tpot_predict,auto_sklearn_predict,tpot_error,auto_sklearn_error
1469.0,1821.5740000000003,1904.4577178955078,0.24000953029271632,0.29643139407454583
342.0,388.03,480.9237174987793,0.13459064327485373,0.40620970028882836
556.0,500.18800000000005,544.0840187072754,0.1003812949640287,0.02143162103008023
1317.0,1350.775,1392.8915748596191,0.0256454062262719,0.05762458227761514
622.0,525.758,609.757926940918,0.15472990353697744,0.01968178948405471
1706.0,1613.43,1673.4429550170898,0.05426143024618988,0.019083848172866447
1595.0,1589.3370000000002,1584.9381256103516,0.0035504702194356008,0.006308385197271747
1483.0,1389.51,1468.9358139038086,0.06304113283884019,0.009483604919886316
932.0,1074.5194000000001,951.611572265625,0.15291781115879843,0.021042459512473174
1465.0,1728.74,1789.5522918701172,0.1800273037542662,0.22153740059393665
833.0,1182.67,1325.4684448242188,0.4197719087635055,0.5911986132343563
1834.0,1881.3529999999998,1979.5174560546875,0.025819520174481917,0.07934430537333015
903.0,903.0,1036.2399635314941,0.0,0.14755256205038111
1455.0,1724.48,1625.4057350158691,0.18520962199312715,0.11711734365351831
2228.7,1652.4030000000012,1788.2995910644531,0.258579889621752,0.19760416787165017
490.0,514.818,603.8492031097412,0.0506489795918367,0.23234531246885962
1290.0,1315.38,1310.5746154785156,0.01967441860465125,0.015949314324430718
1500.0,983.88,961.7928276062012,0.34408,0.3588047815958659
540.0,890.4238000000001,859.3989944458008,0.6489329629629632,0.5914796193440756
793.0,1040.01,1023.8326473236084,0.31148802017654476,0.29108782764641666
1620.0,1530.914,1516.8067779541016,0.054991358024691364,0.06369951978141879
918.0,1160.89,1148.8109283447266,0.2645860566448803,0.25142802651930996
1201.0,1323.122,1600.3700561523438,0.10168359700249797,0.33253127073467426
1637.0,1588.29,1624.3380279541016,0.029755650580329893,0.007734863803236675
488.0,436.36,581.8765888214111,0.10581967213114751,0.19237005906026872
1000.0,1231.65,1169.9769897460938,0.23165000000000008,0.16997698974609374
968.0,1726.7388,1799.3522567749023,0.7838210743801654,0.8588349760071305
1515.0,1734.715,1717.5806732177734,0.14502640264026398,0.133716615985329
300.0,390.91,495.8024206161499,0.30303333333333343,0.6526747353871664
770.0,1208.0748999999998,1234.3515815734863,0.5689284415584414,0.6030540020434887
1525.0,1843.62,1293.699375152588,0.20893114754098355,0.15167254088354892
441.0,619.6527000000001,459.6109046936035,0.40510816326530635,0.042201597944679176
1010.0,1442.29,1571.1773490905762,0.428009900990099,0.5556211377134418
796.0,919.457,1095.0139770507812,0.1550967336683417,0.37564569981253926
1112.0,1271.19,1317.2226676940918,0.14315647482014393,0.18455275871770846
2649.0,2446.3140000000003,2002.0176544189453,0.0765141562853906,0.24423644604796327
1211.0,1211.92,1187.7493019104004,0.0007597027250207042,0.01919958554054468
2034.0,2129.75,1793.2161331176758,0.04707472959685349,0.11837948224303059
354.0,552.3394000000001,436.718297958374,0.5602807909604521,0.23366750835698877
1025.0,1023.15,988.8092002868652,0.00180487804878051,0.035308097281107086
994.0,950.1489999999999,859.4074974060059,0.04411569416499005,0.13540493218711686
230.0,302.268,357.9867296218872,0.3142086956521738,0.5564640418342922
1745.0,1757.12,1496.67427444458,0.006945558739254952,0.14230700604895125
866.0,948.13,1055.4119987487793,0.09483833718244804,0.2187205528276897
1289.0,1387.33,1325.3982543945312,0.0762839410395655,0.028237590686215088
1512.0,1435.155,1512.4969635009766,0.050823412698412715,0.00032867956413793815
1500.0,1519.52,1508.5254211425781,0.013013333333333321,0.005683614095052083
1750.0,1236.2050000000002,1442.7239532470703,0.2935971428571428,0.17558631243024553
1324.0,1535.8109999999997,1530.9609870910645,0.15997809667673693,0.15631494493282813
215.0,323.66,601.2446765899658,0.5053953488372094,1.796486867860306
630.0,510.43300000000005,625.5066633224487,0.1897888888888888,0.007132280440557571
1054.0,1260.54,1213.5941047668457,0.19595825426944968,0.15141755670478718
1603.0,1584.77,1650.886734008789,0.011372426699937628,0.0298731965120331
2000.0,1822.384,1778.2004852294922,0.088808,0.1108997573852539
400.0,257.61800000000034,304.1376094818115,0.35595499999999913,0.2396559762954712
2663.0,1715.3735000000001,1845.6875076293945,0.35584923019151327,0.3069141916524992
640.0,549.4613999999999,603.7697601318359,0.14146656250000014,0.05660974979400635
300.0,1024.1200000000001,887.2744674682617,2.4137333333333335,1.957581558227539
1900.0,1662.7214999999999,1912.0796585083008,0.12488342105263164,0.0063577150043688324
252.0,406.32779999999997,350.37512397766113,0.6124119047619047,0.3903774761018299
196.0,376.4141,682.8684787750244,0.9204801020408164,2.484022850892982
1635.0,1602.96,1619.2999725341797,0.019596330275229334,0.009602463281847285
285.0,365.49,840.3541831970215,0.28242105263157896,1.948611169112356
1150.0,1329.58,1242.0561599731445,0.15615652173913036,0.08004883475925612
1647.0,1634.57,1646.223045349121,0.007547055251973324,0.0004717393144377087
618.8,1380.88,1757.0934829711914,1.231544925662573,1.83951758721912
1129.4,891.2179999999993,715.0938396453857,0.21089250929697254,0.36683740070357207
638.0,913.7013000000003,966.6665687561035,0.43213369905956156,0.5151513616866826
1708.0,1607.86,1663.9544219970703,0.058629976580796314,0.025787809135204735
